pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
,,,,0.165,0.084,-0.084,0
,,,,0.178,0.092,-0.092,0
,,,,0.201,0.036,-0.036,0
,,,,0.175,0.031,-0.031,0
,,,,0.222,0.043,-0.043,0
,,,,0.079,0.007,-0.005,0
,,,,0.215,0.045,-0.045,0
,,,,0.18,0.034,-0.034,0
,,,,0.233,0.109,-0.109,0
,,,,0.263,0.123,-0.123,0
,,,,0.066,0.005,-0.005,0
,,,,0.107,0.006,-0.006,0
,,,,0.237,0.111,-0.111,0
,,,,0.274,0.13,-0.13,0
,,,,0.176,0.084,-0.084,0
,,,,0.156,0.075,-0.075,0
,,,,0.136,0.026,-0.026,0
,,,,0.119,0.022,-0.022,0
,,,,0.17,0.064,-0.064,0
,,,,0.175,0.066,-0.066,0
0.127,0.02,-0.02,0,0.728,0.014,-0.014,0
,,,,0.165,0.034,-0.034,0
0.019,0.01,-0.01,0,0.277,0.127,-0.054,0
0.047,0.017,-0.015,0,0.25,0.114,-0.048,0
,,,,0.273,0.138,-0.138,0
,,,,0.285,0.138,-0.138,0
,,,,0.243,0.017,-0.027,0
,,,,0.077,0.007,-0.007,0
,,,,0.111,0.009,-0.009,0
,,,,0.079,0.005,-0.005,0
,,,,0.123,0.006,-0.006,0
,,,,0.164,0.052,-0.052,0
,,,,0.117,0.037,-0.037,0
,,,,0.111,0.036,-0.036,0
,,,,0.13,0.059,-0.059,0
,,,,0.242,0.109,-0.109,0
,,,,0.14,0.026,-0.026,0
,,,,0.161,0.029,-0.029,0
,,,,0.164,0.096,-0.096,0
,,,,0.238,0.14,-0.14,0
,,,,0.306,0.182,-0.182,0
,,,,0.243,0.121,-0.121,0
,,,,0.254,0.128,-0.128,0
,,,,0.315,0.146,-0.146,0
,,,,0.384,0.178,-0.178,0
,,,,0.358,0.17,-0.17,0
0.014,0.001,-0.001,0,0.133,0.003,-0.003,0
0.025,0.002,-0.001,0,0.328,0.005,-0.005,0
,,,,0.147,0.07,-0.07,0
,,,,0.187,0.089,-0.089,0
,,,,0.129,0.025,-0.025,0
,,,,0.225,0.043,-0.043,0
,,,,0.079,0.034,-0.034,0
,,,,0.129,0.054,-0.054,0
,,,,0.103,0.017,-0.017,0
,,,,0.151,0.024,-0.024,0
,,,,0.183,0.036,-0.036,0
,,,,0.138,0.033,-0.033,0
,,,,0.192,0.037,-0.037,0
,,,,0.182,0.087,-0.087,0
,,,,0.146,0.069,-0.069,0
,,,,0.13,0.059,-0.059,0
,,,,0.16,0.072,-0.072,0
,,,,0.116,0.014,-0.014,0
,,,,0.107,0.014,-0.014,0
,,,,0.291,0.081,-0.081,0
,,,,0.346,0.096,-0.096,0
,,,,0.101,0.005,-0.005,0
,,,,0.126,0.005,-0.005,0
0.01,0.01,-0.01,0,0.03,0,0,0
0.03776,,,1,0.067,0.003,-0.003,0
0.03839,,,1,0.173,0.005,-0.005,0
,,,,,,,
,,,,0.142,0.07,-0.07,0
,,,,0.17,0.079,-0.079,0
,,,,0.169,0.046,-0.046,0
,,,,0.159,0.04,-0.04,0
,,,,0.121,0.053,-0.053,0
,,,,0.186,0.08,-0.08,0
,,,,0.151,0.065,-0.065,0
,,,,0.121,0.06,-0.06,0
,,,,0.111,0.055,-0.055,0
,,,,0.092,0.048,-0.048,0
,,,,0.098,0.051,-0.051,0
,,,,0.117,0.062,-0.062,0
,,,,0.129,0.045,-0.045,0
,,,,0.236,0.086,-0.086,0
,,,,0.095,0.02,-0.02,0
,,,,0.16,0.032,-0.032,0
,,,,0.124,0.024,-0.024,0
,,,,0.184,0.035,-0.035,0
,,,,0.067,0.013,-0.013,0
,,,,0.062,0.004,-0.004,0
,,,,0.148,0.028,-0.028,0
,,,,0.204,0.038,-0.038,0
0.384,,,1,0.384,0.01,-0.01,0
,,,,0.106,0.021,-0.021,0
,,,,0.113,0.025,-0.025,0
,,,,0.088,0.02,-0.02,0
,,,,0.1,0.022,-0.022,0
,,,,0.118,0.056,-0.056,0
,,,,0.142,0.069,-0.069,0
,,,,0.118,0.046,-0.046,0
,,,,0.111,0.044,-0.044,0
,,,,0.1,0.029,-0.029,0
,,,,0.101,0.029,-0.029,0
,,,,0.244,0.123,-0.123,0
,,,,0.271,0.139,-0.139,0
,,,,0.124,0.073,-0.073,0
,,,,0.141,0.079,-0.079,0
,,,,0.092,0.021,-0.021,0
,,,,0.079,0.02,-0.02,0
,,,,0.072,0.009,-0.009,0
,,,,0.077,0.01,-0.01,0
,,,,0.135,0.069,-0.069,0
,,,,0.13,0.067,-0.067,0
20.1,1.3,-1.3,0,1.24,0.09,-0.1,0
,,,,0.073,0.006,-0.006,0
,,,,0.07,0.007,-0.007,0
,,,,0.285,0.07,-0.07,0
,,,,0.316,0.077,-0.077,0
,,,,0.089,0.019,-0.019,0
,,,,0.098,0.021,-0.021,0
,,,,0.115,0.022,-0.022,0
,,,,0.119,0.028,-0.028,0
,,,,0.143,0.073,-0.073,0
,,,,0.148,0.077,-0.077,0
,,,,0.092,0.007,-0.007,0
,,,,0.118,0.008,-0.008,0
0.238,0.037,-0.018,0,0.312,0.114,-0.058,0
0.056,0.009,-0.004,0,0.473,0.174,-0.088,0
,,,,0.219,1.902,-1.902,0
,,,,0.551,0.05,-0.05,0
,,,,0.083,0.009,-0.009,0
,,,,0.09,0.01,-0.01,0
,,,,0.079,0.003,-0.004,0
,,,,0.086,0.045,-0.045,0
,,,,0.128,0.069,-0.069,0
,,,,0.169,0.09,-0.09,0
0.077,0.012,-0.012,0,0.357,0.019,-0.019,0
2.2,0.4,-0.4,0,1.17,0.04,-0.04,0
,,,,0.147,0.027,-0.027,0
,,,,0.133,0.025,-0.025,0
,,,,0.153,0.036,-0.036,0
,,,,0.192,0.036,-0.036,0
,,,,0.203,0.036,-0.023,0
,,,,0.109,0.021,-0.021,0
,,,,0.139,0.031,-0.031,0
,,,,0.123,0.024,-0.024,0
,,,,0.13,0.026,-0.026,0
,,,,0.112,0.02,-0.02,0
,,,,0.156,0.029,-0.029,0
,,,,0.127,0.027,-0.017,0
,,,,0.113,0.049,-0.049,0
,,,,0.153,0.076,-0.076,0
,,,,0.186,0.088,-0.088,0
,,,,0.416,2.378,-2.378,0
0.02,0.004,-0.004,0,0.128,0.003,-0.003,0
0.009,0.006,-0.006,0,0.076,0.003,-0.003,0
0.01007,,,1,0.095,0.002,-0.002,0
12.6,6.3,-6.3,0,,,,
0.01573,,,1,0.073,0.003,-0.003,0
0.06922,,,1,0.106,0.003,-0.003,0
0.56,0.08,-0.08,0,1.29,0.02,-0.02,0
,,,,0.253,0.005,-0.005,0
,,,,0.168,0.018,-0.018,0
,,,,0.292,0.011,-0.006,0
0.941,0.125,-0.019,0,1.341,0.044,-0.046,0
0.211,0.069,-0.066,0,0.388,0.009,-0.009,0
0.011,0.011,-0.009,0,0.153,0.028,-0.012,0
0.094,0.039,-0.033,0,0.269,0.048,-0.022,0
0.377,0.321,-0.275,0,0.108,0.012,-0.009,0
,,,,,,,
0.183,0.168,-0.124,0,0.221,0.088,-0.029,0
,,,,,,,
0.035,0.029,-0.025,0,0.206,0.077,-0.015,0
,,,,,,,
1.1,,,1,1.2,0.16,-0.16,0
2.5,0.3,-0.3,0,0.96,0.12,-0.12,0
7.3,0.4,-0.4,0,,,,
,,,,0.07,0.02,-0.02,0
,,,,0.065,0.018,-0.018,0
,,,,0.051,0.016,-0.016,0
,,,,0.371,0.017,-0.014,0
0.43,0.13,-0.13,0,1.15,0.11,-0.11,0
0.595,0.081,-0.081,0,1.192,0.052,-0.052,0
1.03,0.13,-0.13,0,0.89,0.08,-0.06,0
6.97,0.62,-0.62,0,,,,
0.25,0.08,-0.08,0,0.978,0.022,-0.022,0
0.34,0.08,-0.08,0,1.09,0.03,-0.03,0
0.29,0.09,-0.09,0,1.23,0.21,-0.21,0
1.27,0.19,-0.19,0,1.08,0.03,-0.03,0
3.23,0.26,-0.26,0,1.219,0.065,-0.064,0
,,,,0.29,,,0
,,,,0.16,,,0
,,,,0.068,,,0
,,,,0.06,,,0
,,,,0.1,,,0
5.41,0.32,-0.18,0,1.145,0.036,-0.039,0
2.43,0.22,-0.24,0,,,,
2.82,0.52,-0.52,0,1.45,0.16,-0.16,0
2.86,0.35,-0.35,0,1.13,0.26,-0.18,0
0.84,0.15,-0.15,0,1.99,0.18,-0.18,0
,,,,0.24,0.02,-0.02,0
,,,,0.208,0.017,-0.012,0
,,,,0.19,0.02,-0.02,0
,,,,0.1,0.01,-0.02,0
,,,,0.2,0.01,-0.04,0
1,0.1,-0.1,0,1.09,0.07,-0.07,0
,,,,0.17,0.02,-0.02,0
,,,,0.15,0.02,-0.02,0
,,,,0.12,0.01,-0.02,0
,,,,0.21,0.02,-0.02,0
,,,,0.036,0.001,-0.001,0
,,,,0.044,0.002,-0.002,0
,,,,0.047,0.002,-0.002,0
,,,,0.049,0.002,-0.001,0
,,,,0.066,0.004,-0.004,0
,,,,0.14,0.02,-0.02,0
,,,,0.22,0.03,-0.03,0
,,,,0.11,0.02,-0.02,0
,,,,0.13,0.02,-0.02,0
,,,,0.1,0.02,-0.02,0
,,,,0.12,0.02,-0.02,0
1.37,0.48,-0.46,0,1.65,0.59,-0.56,0
,,,,0.183,0.006,-0.006,0
,,,,0.247,0.008,-0.008,0
0.505,0.09,-0.09,0,0.96,0.11,-0.11,0
,,,,0.548,0.029,-0.029,0
,,,,0.234,0.012,-0.012,0
,,,,0.075,0.006,-0.006,0
,,,,0.145,0.021,-0.018,0
0.05034,,,1,0.553,0.003,-0.003,0
0.02,0,0,0,0.21,0.02,-0.02,0
4.46,0.12,-0.12,0,,,,
,,,,0.375,0.056,-0.036,0
6,,,1,0.808,0.042,-0.043,0
0.376,0.021,-0.019,0,,,,
,,,,0.146,0.082,-0.082,0
,,,,0.492,0.185,-0.065,0
,,,,0.23,0.006,-0.005,0
,,,,0.336,0.055,-0.046,0
,,,,0.272,0.038,-0.027,0
,,,,0.294,0.014,-0.012,0
,,,,0.263,0.022,-0.014,0
,,,,0.254,0.02,-0.015,0
,,,,0.112,0.009,-0.006,0
,,,,0.201,0.027,-0.007,0
,,,,1.19,0.029,-0.026,0
0.00651,0.07457,-0.00651,0,0.272,0.004,-0.004,0
0.00997,0.00686,-0.00393,0,0.415,0.008,-0.006,0
0.05984,0.07501,-0.03672,0,0.628,0.059,-0.044,0
,,,,1.288,0.52,-0.238,0
,,,,1.335,0.484,-0.264,0
,,,,0.287,0.012,-0.025,0
,,,,0.364,0.07,-0.06,0
,,,,0.273,0.043,-0.033,0
,,,,0.222,0.004,-0.016,0
,,,,0.275,0.045,-0.027,0
,,,,0.185,0.016,-0.011,0
,,,,0.242,0.008,-0.029,0
,,,,0.189,0.008,-0.006,0
0.0124,0.00661,-0.00661,0,0.168,0.009,-0.009,0
0.04597,0.00724,-0.00724,0,0.242,0.012,-0.012,0
0.025,0.0145,-0.0145,0,0.182,0.01,-0.01,0
2.067,0.079,-0.079,0,,,,
,,,,0.248,0.026,-0.019,0
,,,,0.223,0.033,-0.026,0
,,,,0.211,0.033,-0.012,0
,,,,0.286,0.061,-0.038,0
,,,,0.203,0.006,-0.004,0
,,,,1.286,0.302,-0.145,0
,,,,0.981,0.036,-0.05,0
,,,,1.019,0.062,-0.047,0
,,,,0.239,0.016,-0.044,0
,,,,1.409,0.343,-0.135,0
,,,,0.689,0.015,-0.018,0
0.98,,,1,0.243,,,0
0.72,,,1,0.227,,,0
,,,,0.143,0.006,-0.006,0
,,,,0.139,0.007,-0.007,0
,,,,1.039,0.294,-0.123,0
,,,,0.796,0.071,-0.045,0
,,,,0.856,0.107,-0.054,0
,,,,1.35,0.446,-0.227,0
,,,,0.637,0.118,-0.089,0
,,,,0.467,0.037,-0.03,0
,,,,0.207,0.017,-0.012,0
,,,,0.539,0.141,-0.059,0
,,,,0.27,0.045,-0.03,0
,,,,0.194,0.022,-0.014,0
2.111,0.067,-0.086,0,1.426,0.036,-0.051,0
,,,,0.153,0.004,-0.009,0
,,,,0.194,0.006,-0.007,0
,,,,0.23,0.022,-0.015,0
,,,,0.384,0.062,-0.041,0
,,,,0.426,0.13,-0.059,0
,,,,0.142,0.016,-0.02,0
,,,,0.232,0.01,-0.008,0
,,,,0.244,0.005,-0.005,0
,,,,0.116,0.021,-0.015,0
,,,,0.146,0.023,-0.017,0
,,,,0.222,0.005,-0.005,0
0.007,0.005,-0.003,0,0.633,0.027,-0.027,0
0.013,0.001,-0.001,0,0.803,0.25,-0.152,0
0.024,0.003,-0.003,0,0.865,0.045,-0.045,0
,,,,0.22,0.021,-0.011,0
,,,,0.567,0.125,-0.091,0
,,,,0.24,0.044,-0.028,0
,,,,0.196,0.028,-0.018,0
,,,,0.153,0.025,-0.017,0
,,,,0.13,0.005,-0.004,0
,,,,0.512,0.128,-0.103,0
,,,,0.238,0.029,-0.02,0
,,,,0.188,0.004,-0.004,0
,,,,0.187,0.005,-0.004,0
8.7,,,1,0.187,,,0
10.41,,,1,0.164,,,0
,,,,0.174,0.019,-0.019,0
,,,,0.148,0.025,-0.009,0
,,,,0.095,0.006,-0.004,0
,,,,0.284,0.028,-0.021,0
,,,,0.616,0.134,-0.108,0
,,,,0.175,0.007,-0.005,0
,,,,0.17,0.012,-0.011,0
,,,,0.086,0.007,-0.006,0
,,,,0.235,0.034,-0.046,0
,,,,0.178,0.014,-0.015,0
,,,,0.253,0.12,-0.041,0
,,,,0.186,0.026,-0.017,0
,,,,0.166,0.022,-0.015,0
,,,,0.178,0.037,-0.019,0
18.41,,,1,0.258,,,0
15.74,,,1,0.283,,,0
,,,,0.189,0.094,-0.094,0
,,,,0.269,0.015,-0.009,0
,,,,0.248,0.007,-0.017,0
,,,,0.229,0.019,-0.012,0
,,,,0.302,0.007,-0.029,0
,,,,0.2,0.007,-0.006,0
,,,,0.211,0.029,-0.019,0
,,,,0.277,0.034,-0.02,0
,,,,0.126,0.005,-0.004,0
,,,,0.202,0.009,-0.008,0
0.97,0.29,-0.29,0,0.747,0.017,-0.017,0
2.4,1.2,-1.2,0,,,,
0.92,,,1,0.187,,,0
0.37,,,1,0.11,,,0
,,,,0.136,0.007,-0.007,0
,,,,0.242,0.034,-0.023,0
,,,,0.3,0.052,-0.05,0
,,,,0.14,0.009,-0.01,0
,,,,0.223,0.011,-0.023,0
,,,,0.189,0.017,-0.012,0
,,,,0.24,0.027,-0.019,0
,,,,0.624,0.172,-0.069,0
,,,,0.357,0.012,-0.028,0
,,,,1.07,0.195,-0.098,0
,,,,0.229,0.021,-0.015,0
,,,,0.261,0.022,-0.053,0
1.49,,,1,0.217,,,0
1.11,,,1,0.197,,,0
,,,,0.142,0.008,-0.008,0
,,,,0.138,0.021,-0.021,0
,,,,0.142,0.009,-0.009,0
,,,,0.394,0.03,-0.024,0
,,,,0.244,0.022,-0.013,0
,,,,0.352,0.073,-0.051,0
,,,,0.413,0.012,-0.016,0
,,,,0.999,0.029,-0.028,0
,,,,0.383,0.024,-0.019,0
,,,,0.252,0.05,-0.026,0
,,,,0.2,0.018,-0.011,0
,,,,0.238,0.071,-0.034,0
,,,,0.211,0.015,-0.012,0
,,,,0.322,0.057,-0.032,0
0.07,0.012,-0.011,0,0.581,0.026,-0.025,0
0.57,0.066,-0.06,0,0.874,0.041,-0.041,0
5.61,0.38,-0.38,0,,,,
,,,,0.153,0.008,-0.008,0
,,,,0.621,0.108,-0.054,0
,,,,0.239,0.038,-0.022,0
,,,,0.465,0.057,-0.036,0
,,,,0.276,0.015,-0.018,0
,,,,0.413,0.059,-0.032,0
,,,,0.325,0.045,-0.024,0
,,,,0.192,0.012,-0.012,0
,,,,0.201,0.013,-0.011,0
,,,,0.202,0.007,-0.007,0
,,,,0.282,0.02,-0.015,0
18.86,,,1,0.195,,,0
6.95,,,1,0.138,,,0
,,,,0.219,0.03,-0.013,0
,,,,0.236,0.029,-0.015,0
,,,,0.23,0.016,-0.015,0
,,,,0.249,0.032,-0.021,0
,,,,0.213,0.029,-0.014,0
,,,,0.213,0.046,-0.019,0
,,,,0.292,0.075,-0.035,0
,,,,0.227,0.034,-0.013,0
,,,,0.178,0.016,-0.02,0
,,,,0.178,0.031,-0.016,0
1.39,,,1,0.248,,,0
2.19,,,1,0.255,,,0
,,,,0.262,0.125,-0.125,0
,,,,0.229,0.026,-0.012,0
,,,,0.235,0.05,-0.026,0
,,,,0.328,0.049,-0.03,0
,,,,0.203,0.026,-0.013,0
,,,,0.376,0.142,-0.05,0
,,,,0.252,0.049,-0.024,0
,,,,0.249,0.032,-0.018,0
,,,,0.199,0.057,-0.015,0
,,,,0.235,0.045,-0.02,0
,,,,0.203,0.016,-0.011,0
2.05,,,1,0.098,,,0
1.37,,,1,0.177,,,0
,,,,0.359,0.097,-0.045,0
,,,,0.302,0.049,-0.022,0
,,,,0.213,0.052,-0.022,0
,,,,0.256,0.062,-0.026,0
,,,,0.194,0.02,-0.013,0
,,,,0.34,0.025,-0.015,0
,,,,0.309,0.145,-0.042,0
,,,,0.211,0.029,-0.012,0
,,,,0.134,0.011,-0.008,0
,,,,0.253,0.013,-0.029,0
0.668,0.038,-0.035,0,1.304,0.018,-0.033,0
0.01318,0.00176,-0.00164,0,0.153,0.012,-0.012,0
0.01211,0.00255,-0.00255,0,0.17,0.013,-0.013,0
0.01309,0.00264,-0.00236,0,0.178,0.014,-0.014,0
,,,,0.259,0.019,-0.035,0
,,,,0.17,0.024,-0.016,0
,,,,0.186,0.058,-0.029,0
,,,,0.236,0.053,-0.023,0
,,,,0.58,0.132,-0.055,0
,,,,0.118,0.022,-0.012,0
,,,,0.231,0.044,-0.024,0
,,,,0.128,0.015,-0.008,0
,,,,0.077,0.01,-0.005,0
,,,,0.295,0.113,-0.045,0
,,,,0.078,0.005,-0.006,0
,,,,0.325,0.064,-0.039,0
,,,,0.299,0.095,-0.039,0
,,,,0.192,0.012,-0.012,0
,,,,0.374,0.103,-0.04,0
,,,,0.294,0.075,-0.033,0
,,,,0.147,0.045,-0.013,0
,,,,0.253,0.059,-0.024,0
,,,,0.204,0.036,-0.015,0
,,,,0.213,0.018,-0.015,0
,,,,0.155,0.008,-0.009,0
,,,,0.217,0.029,-0.018,0
,,,,0.304,0.051,-0.027,0
,,,,0.118,0.006,-0.006,0
,,,,0.232,0.07,-0.037,0
,,,,0.282,0.058,-0.028,0
,,,,0.151,0.035,-0.015,0
0.03,,,1,0.117,0.004,-0.004,0
0.013,,,1,0.048,0.003,-0.003,0
0.044,,,1,0.174,0.006,-0.006,0
0.113,,,1,0.144,0.004,-0.004,0
0.11,,,1,0.126,0.006,-0.006,0
,,,,0.296,0.109,-0.062,0
,,,,0.205,0.006,-0.017,0
,,,,0.19,0.025,-0.014,0
,,,,0.269,0.03,-0.019,0
,,,,0.206,0.029,-0.021,0
,,,,0.178,0.005,-0.004,0
,,,,0.094,0.004,-0.003,0
,,,,0.204,0.025,-0.018,0
,,,,0.333,0.143,-0.073,0
,,,,0.749,0.145,-0.126,0
,,,,0.123,0.005,-0.004,0
0.378,,,1,0.545,0.018,-0.018,0
,,,,0.284,0.03,-0.03,0
,,,,0.259,0.029,-0.021,0
,,,,0.197,0.029,-0.007,0
,,,,0.145,0.028,-0.019,0
,,,,0.169,0.027,-0.022,0
,,,,0.236,0.032,-0.024,0
,,,,0.397,0.012,-0.012,0
,,,,0.424,0.045,-0.05,0
,,,,0.163,0.05,-0.028,0
,,,,0.212,0.049,-0.03,0
,,,,0.228,0.007,-0.02,0
,,,,0.165,0.028,-0.022,0
,,,,0.259,0.116,-0.05,0
,,,,0.906,0.031,-0.024,0
,,,,0.281,0.103,-0.054,0
,,,,0.187,0.056,-0.025,0
,,,,0.178,0.033,-0.017,0
,,,,0.104,0.012,-0.01,0
,,,,0.287,0.011,-0.021,0
,,,,0.202,0.012,-0.011,0
,,,,0.127,0.003,-0.003,0
,,,,0.23,0.005,-0.005,0
,,,,0.136,0.004,-0.004,0
0.82,0.63,-0.16,0,,,,0
,,,,0.264,0.045,-0.04,0
,,,,0.211,0.02,-0.012,0
,,,,0.222,0.005,-0.004,0
,,,,0.174,0.026,-0.023,0
,,,,0.07,0.012,-0.011,0
,,,,0.185,0.033,-0.023,0
,,,,0.242,0.037,-0.024,0
,,,,0.278,0.019,-0.03,0
,,,,0.314,0.062,-0.029,0
,,,,0.145,0.005,-0.005,0
,,,,0.223,0.029,-0.021,0
,,,,0.25,0.014,-0.014,0
,,,,0.229,0.01,-0.015,0
,,,,0.274,0.011,-0.019,0
,,,,0.194,0.01,-0.011,0
,,,,0.232,0.018,-0.014,0
,,,,0.237,0.061,-0.022,0
,,,,0.232,0.013,-0.013,0
,,,,0.214,0.052,-0.025,0
,,,,0.422,0.035,-0.025,0
,,,,0.241,0.021,-0.016,0
,,,,0.431,0.114,-0.049,0
,,,,0.262,0.014,-0.014,0
,,,,1.176,0.262,-0.108,0
,,,,0.24,0.044,-0.018,0
,,,,0.223,0.029,-0.016,0
,,,,0.583,0.047,-0.043,0
,,,,0.151,0.009,-0.006,0
,,,,0.218,0.021,-0.014,0
,,,,0.271,0.012,-0.03,0
,,,,0.48,0.104,-0.037,0
,,,,0.459,0.059,-0.031,0
,,,,0.269,0.029,-0.035,0
0.02407,0.00431,-0.00415,0,,,,0
0.00642,0.00541,-0.0056,0,,,,0
0.77,0.03,-0.03,0,,,,0
,,,,0.216,0.073,-0.022,0
,,,,0.275,0.014,-0.014,0
,,,,0.658,0.069,-0.045,0
,,,,0.176,0.03,-0.015,0
,,,,0.3,0.027,-0.027,0
,,,,0.944,0.273,-0.106,0
,,,,1.084,0.176,-0.09,0
,,,,0.314,0.014,-0.018,0
,,,,0.871,0.157,-0.087,0
,,,,0.258,0.031,-0.021,0
,,,,0.2,0.039,-0.026,0
,,,,0.153,0.03,-0.021,0
,,,,0.531,0.163,-0.067,0
,,,,0.186,0.008,-0.008,0
,,,,0.277,0.033,-0.021,0
,,,,0.908,0.045,-0.069,0
,,,,0.25,0.046,-0.02,0
,,,,0.822,0.063,-0.05,0
,,,,0.548,0.145,-0.062,0
,,,,0.368,0.049,-0.028,0
,,,,0.328,0.04,-0.04,0
,,,,1.259,0.124,-0.108,0
0.441,0.043,-0.042,0,1.622,0.013,-0.013,0
,,,,0.534,0.081,-0.045,0
,,,,0.253,0.02,-0.04,0
,,,,0.818,0.075,-0.052,0
,,,,0.732,0.331,-0.124,0
,,,,0.233,0.054,-0.038,0
,,,,0.188,0.009,-0.007,0
,,,,1.175,0.106,-0.079,0
,,,,0.119,0.008,-0.009,0
,,,,0.261,0.057,-0.025,0
,,,,0.261,0.016,-0.017,0
,,,,0.168,0.021,-0.013,0
,,,,0.304,0.03,-0.056,0
,,,,0.304,0.012,-0.01,0
,,,,0.433,0.023,-0.037,0
,,,,0.221,0.045,-0.026,0
,,,,0.863,0.222,-0.09,0
,,,,0.335,0.074,-0.045,0
,,,,0.259,0.031,-0.015,0
,,,,0.216,0.022,-0.031,0
,,,,1.477,0.622,-0.278,0
,,,,0.76,0.163,-0.08,0
,,,,0.75,0.144,-0.071,0
,,,,0.236,0.012,-0.012,0
,,,,0.235,0.063,-0.026,0
,,,,0.252,0.05,-0.029,0
,,,,1.088,0.141,-0.07,0
,,,,0.294,0.036,-0.021,0
,,,,0.948,0.076,-0.053,0
,,,,0.291,0.029,-0.031,0
,,,,0.226,0.031,-0.028,0
,,,,0.298,0.04,-0.023,0
,,,,0.319,0.037,-0.022,0
,,,0,1.1,0.047,-0.05,0
,,,0,0.14,0.012,-0.012,0
,,,,1.238,0.284,-0.136,0
,,,,0.194,0.011,-0.014,0
,,,,0.113,0.006,-0.009,0
,,,,0.252,0.041,-0.017,0
,,,,0.318,0.012,-0.012,0
,,,,0.263,0.014,-0.011,0
,,,,0.261,0.015,-0.047,0
,,,,0.175,0.01,-0.01,0
,,,,0.223,0.018,-0.015,0
,,,,0.296,0.044,-0.026,0
0.63,0.12,-0.12,0,0.96,0.02,-0.02,0
,,,,0.408,0.047,-0.024,0
,,,,0.265,0.09,-0.031,0
,,,,0.289,0.01,-0.015,0
,,,,0.108,0.003,-0.004,0
,,,,0.145,0.011,-0.008,0
,,,,0.193,0.052,-0.02,0
,,,,0.099,0.012,-0.008,0
,,,,0.47,0.026,-0.025,0
,,,,0.225,0.058,-0.026,0
,,,,0.277,0.021,-0.023,0
10.1,0.4,-0.4,0,1.05,0.03,-0.03,0
,,,,0.274,0.095,-0.036,0
,,,,0.145,0.058,-0.02,0
,,,,0.219,0.021,-0.016,0
,,,,0.251,0.023,-0.019,0
,,,,0.17,0.022,-0.008,0
,,,,0.179,0.043,-0.023,0
,,,,0.157,0.005,-0.028,0
,,,,0.112,0.004,-0.004,0
,,,,0.1,0.008,-0.009,0
,,,,0.121,0.041,-0.02,0
,,,,0.221,0.049,-0.036,0
,,,,0.151,0.033,-0.026,0
,,,,0.189,0.042,-0.029,0
,,,,0.136,0.029,-0.022,0
,,,,0.203,0.044,-0.021,0
2.01,0.37,-0.35,0,1.36,0.12,-0.12,0
,,,,0.273,0.023,-0.021,0
,,,,0.132,0.011,-0.008,0
,,,,0.181,0.022,-0.015,0
,,,,1.131,0.236,-0.112,0
,,,,0.109,0.008,-0.007,0
,,,,0.146,0.018,-0.012,0
,,,,0.217,0.047,-0.02,0
,,,,0.302,0.083,-0.036,0
,,,,0.592,0.077,-0.049,0
,,,,0.16,0.018,-0.012,0
,,,,0.261,0.116,-0.041,0
,,,,0.16,0.068,-0.024,0
0.43,0.032,-0.032,0,0.96,0.016,-0.016,0
,,,,0.205,0.029,-0.015,0
,,,,0.107,0.017,-0.009,0
,,,,0.125,0.017,-0.01,0
,,,,0.162,0.028,-0.019,0
,,,,0.162,0.033,-0.021,0
,,,,0.128,0.008,-0.006,0
,,,,0.283,0.041,-0.048,0
,,,,0.106,0.004,-0.004,0
,,,,0.114,0.01,-0.006,0
,,,,0.131,0.007,-0.007,0
,,,,0.15,0.009,-0.012,0
,,,,0.082,0.006,-0.006,0
0.01,0,0,0,0.1,0.01,-0.01,0
,,,,0.079,0.008,-0.005,0
,,,,0.258,0.044,-0.021,0
,,,,0.286,0.042,-0.027,0
,,,,0.07,0.004,-0.007,0
,,,,0.141,0.03,-0.029,0
,,,,1.162,0.039,-0.047,0
,,,,0.217,0.011,-0.006,0
,,,,0.114,0.005,-0.006,0
,,,,0.227,0.08,-0.036,0
,,,,0.189,0.037,-0.021,0
0.0343,0.023,-0.019,0,0.31,0.006,-0.006,0
0.019,0.006,-0.0072,0,0.332,0.007,-0.007,0
0.019,0.0066,-0.005,0,0.639,0.012,-0.014,0
0.013,0.0038,-0.0035,0,0.311,0.012,-0.012,0
,,,,0.194,0.015,-0.012,0
,,,,0.272,0.118,-0.062,0
,,,,0.175,0.044,-0.021,0
,,,,0.122,0.025,-0.014,0
,,,,0.188,0.046,-0.03,0
,,,,0.15,0.016,-0.012,0
,,,,0.116,0.032,-0.02,0
,,,,0.194,0.038,-0.02,0
,,,,0.213,0.093,-0.03,0
,,,,0.614,0.076,-0.051,0
0.59,0.13,-0.12,0,1.416,0.053,-0.062,0
0.0218,0.0033,-0.0022,0,0.238,0.009,-0.009,0
0.02121,0.00387,-0.00271,0,0.244,0.011,-0.009,0
0.02124,0.00217,-0.0016,0,0.136,0.008,-0.006,0
0.01299,0.00255,-0.00299,0,0.143,0.007,-0.006,0
,,,,0.108,0.005,-0.004,0
,,,0,0.101,0.012,-0.012,0
,,,,0.254,0.03,-0.023,0
,,,,0.178,0.007,-0.009,0
,,,,0.316,0.042,-0.036,0
,,,,0.338,0.049,-0.034,0
,,,,0.173,0.021,-0.014,0
,,,,0.102,0.018,-0.012,0
